text,location_str,latitude,longitude,sentiment,sentiment_strength,confidence,neg_score,neu_score,pos_score,analysis_timestamp
"La tasa de incidencia #COVID19 ha aumentado en 11,85 puntos hasta los 776

https://t.co/92Gh5g2xRK",Sevilla,37.3886303,-5.9953403,Neutral,-0.2449,0.6891,0.2779,0.6891,0.033,2025-12-05 13:26:52
"Para los que se preguntan en qué fase se encuentra la vacuna mexicana ""PATRIA""
https://t.co/o9OqQNFVtA
#México #Birmex #CDMX #FollowBack #SiguemeYTeSigo #AMLO #ONU #ConsejoDeSeguridad #NuevaYork #9Nov #FelizLunes #DiaDeTodosLosSantos #Covid19 #Covid #Breaking #Biden #Ebrard",México,23.6585116,-102.0077097,Neutral,0.064,0.8798,0.0281,0.8798,0.0921,2025-12-05 13:26:52
"Imagine if the good ppl decided to go full lock down when these killer viruses made there appearance.

#COVID19 https://t.co/hhM4CbKF3H","Umkomaas, South Africa",-30.206389,30.796111,Negative,-0.8482,0.8611,0.8611,0.126,0.0129,2025-12-05 13:26:52
#UGC Chairman On New Education Policy: '#COVID19 Pandemic Affected Implementation Of NEP https://t.co/SrlvybK6gy #otv,"Bhubaneswar, India",20.2602964,85.8394521,Neutral,-0.3944,0.5772,0.4086,0.5772,0.0142,2025-12-05 13:26:52
"Why go anywhere when the best is near YOU. 📍
Get world-class facilities &amp; highly trained healthcare professionals under one roof! 🏥 🩺
Visit today
.
.
.
.
#dsh #hospital #hospitals #hospitalbed  #covid19 #doctor #icu #medical #medicalstaff #medicine #nurse  #doctorsofinstagram https://t.co/M80deA3uxK","Rohini, Delhi",28.7162092,77.1170743,Positive,0.867,0.871,0.004,0.125,0.871,2025-12-05 13:26:52
#COVID19 Ómicron: ¿Cuáles son los síntomas de la nueva variante del COVID?  https://t.co/sc0842XlBM https://t.co/gAxQd3JpMz,"Maracay, Venezuela",10.2375144,-67.5890216,Neutral,-0.1069,0.8378,0.1346,0.8378,0.0277,2025-12-05 13:26:52
"Por su parte el total de fallecidos a causa del #COVID19 asciende a 44,713 en Centroamérica. El Salvador es el país que menos decesos (3,746) contabiliza. https://t.co/1pJQQClSRp",El Salvador,13.8000382,-88.9140683,Neutral,-0.0111,0.8501,0.0805,0.8501,0.0694,2025-12-05 13:26:52
Yikes!  Increased #ICU care for fully vaccinated #COVID19 patients in #Singapore 👇🏼👇🏿👇🏽👇🏾 https://t.co/mjy9yCMOE0,Maryland,39.5162401,-76.9382069,Neutral,-0.2709,0.5241,0.3734,0.5241,0.1025,2025-12-05 13:26:52
Shonga shonga to talaga last time pumunta pa kami hg Santolan station hahhaa yun pala meron na dito sa https://t.co/hrMDqnIEp6 sa bagay kasal-anan ni #COVID19 dahil sa kanya naging madalas na ang pagllabas ng mga tao kaya walang alam. https://t.co/ByH3yAErJ0," Manila,Philippines",14.5904492,120.9803621,Neutral,-0.0458,0.7598,0.143,0.7598,0.0972,2025-12-05 13:26:52
Europa: La UE saca a EE. UU. de la lista segura de países para viajes no esenciales - FRANCE 24 Español https://t.co/M8hgrtPOOI #Europa #Covid19 #OrganizaciónMundialdelaSaludOMS #Coronavirus,Perú,-6.8699697,-75.0458515,Neutral,-0.0835,0.8534,0.115,0.8534,0.0315,2025-12-05 13:26:52
"#LaRepúblicaLD | El primer grupo en ser vacunado con la cuarta dosis de refuerzo opcional contra el #COVID19 será el personal de salud y farmacéutico, personas mayores de 60 años, personas inmunodeprimidas

#ListínDiario https://t.co/njJTQaeyvB",República Dominicana,19.0974031,-70.3028026,Neutral,-0.0024,0.8902,0.0561,0.8902,0.0537,2025-12-05 13:26:52
"Corona Cases : దేశంలో కొత్తగా 9,765 కరోనా కేసులు.. 477 మంది మృతి
#CoronaUpdates #Covid19 #coronaVirus #India 
 https://t.co/HHzS19i7lY",Hyderabad,17.360589,78.4740613,Neutral,-0.0864,0.7358,0.1753,0.7358,0.0889,2025-12-05 13:26:52
"Durante estos días se producen grandes aglomeraciones en las zonas comerciales🛍. 

La limpieza y desinfección de estos espacios es la mejor medida para prevenir el #COVID19 

Desde #Sensilimp compartimos algunas recomendaciones 🌐 https://t.co/twDqxZDuPT 

#empresadelimpieza https://t.co/QlLhHRpmN9","Alcalá de Guadaira, Sevilla.",37.3397709,-5.8408396,Neutral,0.0134,0.8196,0.0835,0.8196,0.0969,2025-12-05 13:26:52
"माइक्रोसॉफ्ट को-फाउंडर @BillGates ने #Corona संकट को लेकर कुछ ट्वीट्स किए हैं. #COVID19 को लेकर #BillGates ने बीते साल भी भविष्यवाणी की थी, जो काफी हद तक सही साबित हुई.
#OmicronVariant #Omicron #Omicronindia 
https://t.co/dbtdLo6g9j",India,22.3511148,78.6677428,Neutral,-0.1859,0.7499,0.218,0.7499,0.0321,2025-12-05 13:26:52
"Premeditated…
#Covid19UK 
#COVID19 
https://t.co/5ZwP22gsrZ",Australia,-24.7761086,134.755,Negative,-0.5784,0.5989,0.5989,0.3806,0.0205,2025-12-05 13:26:52
"@Billius27 Absolutely! I know entire families identified #COVID19 by RAT b/c PCR testing appointments are unavailable. Once one member has it, rest of household know what they have as they become sick in turn. @KFLAPH made self-swab PCR kits available thru pharmacies - big help in access.","Kingston, Ontario",44.3054151,-76.4283781,Neutral,-0.3366,0.4992,0.4187,0.4992,0.0821,2025-12-05 13:26:52
"Comienza una nueva semana y ante el alza de nuevos casos #COVID19 se hace fundamental recordar el mensaje que en cada actividad debe estar presentes las medidas de #Autocuidado 😷👐🚶‍♂️🚶‍♀️. 
Mayores libertades deben estar unidas a una mayor responsabilidad hacia la #Salud de todos. https://t.co/2JfuF2IHz7",Chillán,-36.6066616,-72.1033194,Neutral,-0.4226,0.5216,0.4505,0.5216,0.0279,2025-12-05 13:26:52
"🔵 Jonathan Yunuel Ramírez Martínez, director del Instituto Veracruzano de la Juventud del @GobiernoVer presentó ‘Proyectos Solidarios’ un programa dirigido principalmente a jóvenes indígenas y afrodescendientes para atender el rezago económico por la pandemia por #Covid19. https://t.co/6Zmj60thjx",México,23.6585116,-102.0077097,Neutral,0.0697,0.8951,0.0176,0.8951,0.0873,2025-12-05 13:26:52
Proud! This is what European Union is all about - solidarity and resilience @EU_Commission @SSTSundhed @DKsundhed @romaniaineu #COVID19 https://t.co/KNdrPjSev6,"Ringsted, Denmark",55.446817,11.7975218,Positive,0.9602,0.9646,0.0044,0.031,0.9646,2025-12-05 13:26:52
"Last winter there was barely any #flu about. Yet it took almost 20k lives in #UK.
Compare that figure with the current #NHS totals for #Covid19 over the last two years!
We're being played like fiddles. https://t.co/TRyU5TP78w","City of London, London",51.5156177,-0.0919983,Negative,-0.8182,0.8327,0.8327,0.1528,0.0145,2025-12-05 13:26:52
".@revelstokemtn is requiring that all guests over 12 be fully vaccinated against #COVID19, including to ski and snowboard.

So far, @SunPeaksResort has not brought in such a mandate. #Kamloops #revelstoke","Kamloops, British Columbia",50.6758269,-120.339415,Neutral,-0.281,0.6655,0.3077,0.6655,0.0267,2025-12-05 13:26:52
"Young Reporter Popi Das from Sibsagar district of Assam in conversation with the students union GS of Sibsagar Commerce College, Intiraj Gogoi

#muktaakash #যুৱসাংবাদিক #COVID19 #sibsagar 

@jayantasarma @mrinaltalukdar8 @UNICEF @KKHSOU1 @communication4N @UNICEFIndia @NENowNews https://t.co/xbxc06atLu",Assam,26.4073841,93.2551303,Neutral,0.0297,0.9115,0.0294,0.9115,0.0591,2025-12-05 13:26:52
How a boom in social mixing helped fuel Europe's Covid surge - The Telegraph. Who could have predicted this?  A jump in social mixing during the early autumn may help explain the new viral surge.  Next they will be telling us masks are beneficial. #covid19 https://t.co/ugfsTYiOui,Planet Earth,1.3165066,103.8625991,Neutral,0.0024,0.636,0.1808,0.636,0.1832,2025-12-05 13:26:52
"Paxlovid, medicamento para o combate da #COVID19 em desenvolvimento pela Pfizer, teve 89% de eficácia contra hospitalizações e mortes, segundo resultados preliminares da farmacêutica. Os testes da fase 2 e 3 foram conduzidos em pacientes com comorbidades e não-vacinados.",Brasil,-10.3333333,-53.2,Neutral,-0.045,0.8234,0.1108,0.8234,0.0658,2025-12-05 13:26:52
"Member Alert 🗣 Help us help you. Click on this link 👉🏾 https://t.co/qfY6cMEfnf and let us know if you've been vaccinated yet. Thanks in advance. 
#COVID19 #vaccinne #survey #VaccinesBringUsCloser #getitdone https://t.co/SBlhX8Nu5E",Botswana,-23.1681782,24.5928742,Positive,0.7004,0.7053,0.0049,0.2898,0.7053,2025-12-05 13:26:52
"Yes, the #COVID19 pandemic isn't over, but despite the again increasing scaremongering over the rising figures some things are important to remember/note compared to where we were last year. 
Most of all, the vaccines work - ALL of them","Brussels, Belgium",50.8465573,4.351697,Neutral,0.0826,0.4839,0.2168,0.4839,0.2994,2025-12-05 13:26:52
#covid19 #pl #mz #per1mln https://t.co/3GJAZFDNqL,Sopot,54.4430399,18.5613095,Negative,-0.5014,0.5216,0.5216,0.4582,0.0202,2025-12-05 13:26:52
"Listen to this expert debunk common #COVID19 myths.

#GetTheVax #VaccinesSaveLives https://t.co/rZglVXrBZ8","Chicago, IL",41.8755616,-87.6244212,Positive,0.5887,0.6127,0.024,0.3632,0.6127,2025-12-05 13:26:52
"First Covid Omicron case in Delhi after Tanzania returnee tests positive; 5th in India

#COVID19 #OmicronVariant https://t.co/e0qQlX2gLs","New Delhi, India",28.6419258,77.2217499,Neutral,-0.3615,0.5873,0.3871,0.5873,0.0256,2025-12-05 13:26:52
"Und jeder #Querdenker der soetwas tut, gehört öffentlich ausgepeitscht.
Toleranz am Arsch.
Irgendwann ist Schluss mit Nicken und Zuhören.
#Deutschland #COVIDIOTS #COVID19 https://t.co/e7XeYRAVRW",Dresden,51.0493286,13.7381437,Neutral,-0.0661,0.7642,0.151,0.7642,0.0849,2025-12-05 13:26:52
"#COP26 provides hope, tempered too, by remembered disappointments from previous such meetings. The hope remains that global leaders, still battling #Covid19, will find ways to align common interests with necessary actions. From @tony_r_wood. https://t.co/ABJQAyd8A6",India,22.3511148,78.6677428,Positive,0.5771,0.6083,0.0312,0.3605,0.6083,2025-12-05 13:26:52
CA continues to do much better than NY at preventing #Covid19 https://t.co/40Psl9M8uR,"New York, NY",40.7127281,-74.0060152,Positive,0.6325,0.6549,0.0224,0.3227,0.6549,2025-12-05 13:26:52
‘Chucky’ Lozano dio positivo en México a COVID-19 https://t.co/J644K2V9Hx #Deportes #Principales #ChuckyLozano #Covid19,Zapopan,20.7211203,-103.3913671,Neutral,0.024,0.8178,0.0791,0.8178,0.1031,2025-12-05 13:26:52
"⛽Congress party will continue it's agitation against the #PetrolDieselPriceHike.
⛽We demand complete roll back of the #ExciseDuty imposed during #COVID19 pandemic.
⛽Price of #LPG cylinder has to be reduced.
- Shri @kcvenugopalmp

@INCIndia @IYC @nsui @MahilaCongress @INCSMDept https://t.co/bFpWjZfwLg",Telangana,17.8495919,79.1151663,Negative,-0.5493,0.5687,0.5687,0.4119,0.0194,2025-12-05 13:26:52
"Thanks @suerf_org. 

The start of the #covid19 crisis required complementary approaches in monetary and fiscal policy.  We may though now have to move on.

@NIESRorg @ecb @bankofengland @hmtreasury @stlouisfed @MMF_research @CFMUK @ESRC https://t.co/CRkBcnOE37",Westminster SW1,51.4891112,-0.1363339,Neutral,0.2887,0.5315,0.0899,0.5315,0.3786,2025-12-05 13:26:52
Tánaiste Leo Varadkar said that record case numbers of the Omicron #Covid19 variant are expected in the coming days. He said there is no plan to impose more severe restrictions but that it cannot be completely ruled out | https://t.co/wzP2Yv4jGA https://t.co/a2rYDt8wip,Ireland,52.865196,-7.9794599,Neutral,-0.1917,0.7443,0.2237,0.7443,0.032,2025-12-05 13:26:52
#COVID19: la #UniónEuropea recomendó que se levanten las restricciones para los viajes desde la #Argentina https://t.co/4nNMEYfEPf https://t.co/KsfR82fr9I,"Buenos Aires, Argentina",-34.6095579,-58.3887904,Neutral,-0.113,0.7858,0.1636,0.7858,0.0506,2025-12-05 13:26:52
"Bahamas extends COVID vaccination mandate policy for cruise ship passengers till 2022
https://t.co/w3D5uUya0b

@Bahamas1 

#caribbean #bahamas #mandate #vaccinationpolicy #covid19",Trinidad and Tobago,10.7466905,-61.0840075,Neutral,-0.0181,0.8976,0.0602,0.8976,0.0421,2025-12-05 13:26:52
"@AndyMaherDFA @jason_mifsud @DanielAndrewsMP @VictorianCHO Do you live in a cocoon and just swallow everything you are told without even thinking? 
Do you honestly believe that all epidemiologists, Scientists and Doctors are for the vaccine ? 
Especially in healthy adults and children? 
How ignorant are you? 
Astonishing. #Covid19","Melbourne, Victoria",-37.8142454,144.9631732,Negative,-0.7823,0.7977,0.7977,0.1868,0.0154,2025-12-05 13:26:52
Boosted! Brilliant process at @GSTTnhs - London Bridge as ever! #COVID19 https://t.co/4ScMmYzBPu,"London, England",51.5074456,-0.1277653,Positive,0.9768,0.9801,0.0033,0.0166,0.9801,2025-12-05 13:26:52
"🏥Hospitalitzats #COVID19 #Cat
🗓️Fins 05/12/21

Total: 748 (+26)

(dels quals) UCI: 181 (+4)
· Barcelona 46 (+2)
· Cat Central 27 (+3)
· Girona 22 (-1)
· Lleida 12 (+1)
· Metro Nord 38
· Metro Sud 17 (-1)
· T. de l'Ebre 3
· Tarragona 16 https://t.co/SKRQSGUI3n",Lleida,41.6147605,0.6267842,Neutral,-0.0834,0.883,0.1002,0.883,0.0168,2025-12-05 13:26:52
"#SLP #Covid19

Los conciertos navideños tendrán sus medidas sanitarias.

https://t.co/skGHyl0Oz6 https://t.co/RVpZzeml0A","San Luis Potosí, México",22.5000001,-100.4949145,Neutral,-0.3014,0.6371,0.3321,0.6371,0.0307,2025-12-05 13:26:52
"@XavierPessus @NeringaLukosev1 @MysterionNFS Une note que j'affectionne particulièrement dans le document de l'INSERM : ""L’intérêt des personnes doit toujours primer sur ceux de la science et de la société.""

Les politiques actuels seront comptables pour ce manquement déontologique avec les vaccins anti #COVID19. https://t.co/Jo90AraQey",Terre,8.5322391,38.6264712,Neutral,-0.0067,0.8837,0.0615,0.8837,0.0548,2025-12-05 13:26:52
"@Karl_Lauterbach @maybritillner Lieber Herr Lauterbach, bitte halten Sie Herrn Gassen nachher vom Schwurbeln ab. Dann wäre in der Sendung schon viel gewonnen. #COVID19","Darmstadt, Hessen",49.872775,8.651177,Neutral,-0.0449,0.7829,0.131,0.7829,0.0861,2025-12-05 13:26:52
"Boost your immunity this winter.  Flu and #Covid19 can be both life-threatening and spread more easily in winter.

Find out more: https://t.co/DCI46ANUXL https://t.co/qOWBKwWXiO","Cannock Chase District, Staffs",52.6925103,-2.0285867,Neutral,-0.1102,0.6314,0.2394,0.6314,0.1292,2025-12-05 13:26:52
Sniffer dog required ? ME THINKS The swamp maybe about to collapse!  #COVID19 https://t.co/KoHCdIfFmA,"North West, England",52.9559076,-1.1557387,Negative,-0.8073,0.8238,0.8238,0.1597,0.0165,2025-12-05 13:26:52
"Welcome to #NYC!🙄

#VaccinePassports #vaccinated #VaccineMandates #OmicronVariant #OmicronVirus #CovidVaccine #COVID19 #covidvariant 
#BoosterShot #Boosted #MaskUp #MaskMandate https://t.co/CT7HyTRppS","Brooklyn, NY",40.6526006,-73.9497211,Neutral,0.3813,0.5063,0.0562,0.5063,0.4375,2025-12-05 13:26:52
"La @WHO_Europe informó que, en promedio, solo el 53,5% de los europeos completó su vacunación #Covid19 💉 y que, si continúan los actuales niveles de contagios y hospitalizaciones, se podrían registrar alrededor de 700.000 muertes hasta marzo de 2022. 

👉 https://t.co/rtw054AJmh https://t.co/zrhxe4oC8f",Latinoamérica,-27.4221702,-55.9350095,Neutral,0.0619,0.8466,0.0457,0.8466,0.1076,2025-12-05 13:26:52
"If you or your child have to self-isolate, there are benefits you could claim. 
 
Find out more on our website
https://t.co/azW2sLIKhv 

#isolation #Covid19 #TunbridgeWells #Kent https://t.co/4EZrUted1P","Tunbridge Wells, Kent, England",51.1371483,0.2673446,Neutral,0.3144,0.6604,0.0126,0.6604,0.327,2025-12-05 13:26:52
"La @AndaluciaJunta abrirá 91 puntos para hacer test #COVID19 fuera de los centros de salud

➡️El consejero de @saludand anuncia la puesta en marcha de un plan de choque para quitar presión a la atención primaria⤵️

https://t.co/grRhk0G0rT","Sevilla, España",37.3886303,-5.9953403,Neutral,0.0306,0.8961,0.0366,0.8961,0.0672,2025-12-05 13:26:52
"#CubaVive y avanza contra la #Covid19, ¿se entera #Biden? Ayer 130 nuevos casos, 192 altas y no hubo fallecidos. https://t.co/ijvdnlsYvV https://t.co/UrcXdQltiH",La Habana Cuba,23.135305,-82.3589631,Neutral,-0.1147,0.8125,0.1511,0.8125,0.0364,2025-12-05 13:26:52
"Omicron may have been present in Europe BEFORE it was in South Africa.

Meaning, South African scientists beat their European counterparts at identifying the new variant.

Here's to 🇿🇦 doctors and scientists 👍

#OmicronVariant 
#COVID19 
#SouthAfrica 

https://t.co/rUVw6ZB3mq",India,22.3511148,78.6677428,Positive,0.6701,0.6812,0.0111,0.3077,0.6812,2025-12-05 13:26:52
Restaurant has mask caddies. #COVID19 https://t.co/YCEYIh5HbH,"Redwood City, CA",37.4863239,-122.232523,Neutral,-0.0793,0.7714,0.1539,0.7714,0.0746,2025-12-05 13:26:52
"1/ Today, there is news about Nigeria publicly destroying more than a million doses of #COVID19 vaccines. It may be reported that African countries don't/cannot even utilize the vaccines supplied to them. Not true!","Toronto, Ontario",43.6534817,-79.3839347,Negative,-0.8942,0.9003,0.9003,0.0936,0.0061,2025-12-05 13:26:52
"I’m amazed at the sheer number of people who get angry at the thought of having to wear a mask in shops/crowded places.
They’ve been doing it for years in Japan to reduce catching ‘flu.
What’s the problem?
#COVID19",European & 🏴󠁧󠁢󠁷󠁬󠁳󠁿,48.848139,2.3043031,Negative,-0.8249,0.8352,0.8352,0.1545,0.0103,2025-12-05 13:26:52
"Teknologi Panasonic Nanoex 
Terbukti Mampu Dan Berjaya Membasmi Virus #covid19!
Lindungi Keluarga Dari Ancaman Virus!
 #KitaJagaKita
Untuk Keterangan Lanjut Sila Hubungi 
0162577526 https://t.co/ViyA7mFYCh","Selangor, Malaysia",3.2083304,101.304146,Negative,-0.6512,0.6735,0.6735,0.3042,0.0223,2025-12-05 13:26:52
"Technology has been an essential lifeline for keeping people connected during #COVID19. 

Yet, not all have benefited equally.

Reducing the digital divide is key to ensuring people everywhere have equal opportunities. https://t.co/u4OSmWfZ29 via @UNDP https://t.co/blY8BrMZXt","Lahore, Pakistan",31.5656822,74.3141829,Neutral,-0.0456,0.5829,0.2314,0.5829,0.1858,2025-12-05 13:26:52
Mi devo calmare ho fatto una scorta di mascherine fino al 2030 #COVID19,"Parma, Emilia Romagna",44.6952006,10.0979869,Neutral,-0.0753,0.8305,0.1224,0.8305,0.0471,2025-12-05 13:26:52
"@UPR_Asselineau #France parle que #vaccination contre #COVID19 
le #Japon🇯🇵remet en avant le soin avec #Ivermectine .
🧐Mais le 🇯🇵 est-il prêt à remettre les🗝️à la 🇨🇳, son éternel rival, pour le #NouvelOrdreMondial. 
⚠️Son article 38 “Sécurité nationale“ menace le monde🌍 comme avertit #Taiwan",France.,46.603354,1.8883335,Neutral,-0.127,0.8138,0.1566,0.8138,0.0296,2025-12-05 13:26:52
"As lockdowns end, lone wolves who have been radicalized #online during #COVID19, r reentering society &amp; perpetrating #attacks! Hear ""Attacks of the 'Bedroom Radicals' Begin!"" on my #Terrorist Therapist Show #podcast on @RenegadeTalk Radio
https://t.co/g3Zffd4bvI","Beverly Hills, California",34.0696501,-118.3963062,Negative,-0.5934,0.6153,0.6153,0.3628,0.0219,2025-12-05 13:26:52
"69.8 millones de personas vacunadas contra #COVID19

➡️ https://t.co/y0NZ5OdidM https://t.co/arlKUMFdz3",México,23.6585116,-102.0077097,Neutral,-0.2825,0.6511,0.3157,0.6511,0.0332,2025-12-05 13:26:52
"Ugledni #markdybul ima tačna predviđenja #korona #COVID19 

https://t.co/s4wJfz9MSy",Sarajevo,43.8570713,18.4126147,Neutral,-0.2287,0.7082,0.2602,0.7082,0.0315,2025-12-05 13:26:52
#COVID19 メタゲノム次世代シーケンサー（mNGS）は、ターゲットアッセイでは見逃してしまう病原体を検出できる可能性があります。本研究の目的は、ナノポアを用いた配列非依存性単一プライマー増幅（SISPA）の性能を評価することです。 https://t.co/Fe3M5iwznZ,日本,36.5748441,139.2394179,Neutral,-0.3864,0.5652,0.4106,0.5652,0.0242,2025-12-05 13:26:52
"[SHINGATA KORONA] #Japón confirmó hoy martes a 113 nuevos #positivos y 2 #fallecidos de #COVID19.

#新型コロナ   
#coronavirus
#日本 
#noticiasnippon
#noticiasdejapón  
#ノティシアスニッポン https://t.co/IGQXMwyib4","Tokyo, Japón",35.6768601,139.7638947,Neutral,-0.3772,0.5812,0.398,0.5812,0.0208,2025-12-05 13:26:52
"A continuación, desglosamos algunos métodos alternativos para mantener tus esfuerzos de #marketing y ventas en marcha, todo sin tener que abandonar tu hogar #eventos #online #covid19 https://t.co/V1Kn606fvx",Latinoamérica,-27.4221702,-55.9350095,Neutral,0.0024,0.8602,0.0687,0.8602,0.0711,2025-12-05 13:26:52
"Flight operations on 31.12.2021 at #AAI's #GayaAirport.
Total Arrival Flights: 01
Total Departure Flights:01
Movement of Passengers
Arrival: 142
Departure : 88
Sector: DEL-GAY-DEL
All safety measures against #COVID19 followed during operations. 
@AAI_Official @aairhqer https://t.co/dZlvgLtzsQ","Bihar, India",25.6440845,85.906508,Neutral,-0.0076,0.9082,0.0497,0.9082,0.0421,2025-12-05 13:26:52
"Paul And Fauci Clash Again In Heated Exchange
https://t.co/DkrEh533KB 
#DrFauci ARSE is being protec5ted by the #US administration as they paid him to create #COVID19 Splice a #coronavirus  with part of the #HIV genome so it attache's more readily to human cells",United Kingdom,54.7023545,-3.2765753,Negative,-0.4783,0.4943,0.4943,0.4897,0.016,2025-12-05 13:26:52
"To fight the pandemic of #HealthMisinformation around #COVID19, learn how to spot fake news and disinformation
Learning to Critically Evaluate Media Sources: Infographic: Spot Fake News
https://t.co/O88MvrzTsX via @Cornell","Bethesda, MD",38.9812726,-77.1233587,Neutral,-0.3652,0.5747,0.3953,0.5747,0.0301,2025-12-05 13:26:52
covid19 ist nr.4 trending hashtag in DE in letzten 2 Stunden. https://t.co/vJfg5FwH58 #covid19,Berlin,52.5173885,13.3951309,Neutral,-0.1966,0.7008,0.2479,0.7008,0.0513,2025-12-05 13:26:52
#Finland #COVID19 #minister #notthesamerulesforall :-( https://t.co/3XJo9MoxrJ,EU,50.0491699,1.4175744,Negative,-0.8317,0.8394,0.8394,0.1528,0.0077,2025-12-05 13:26:52
"Imagine being 59. male, and travelling from London to Dundee, knowing you had #covid19. to stay with your 90+ parents, so your mother could tend to you, selfishness off the scale 🎹🎹🎹, aye you know who you are. 😡😡😡😡😡",Scotland,56.7861112,-4.1140518,Negative,-0.8462,0.8574,0.8574,0.1314,0.0112,2025-12-05 13:26:52
"@RachelNotley If people want to get #covid19 #vaccine (1st, 2nd, 3rd dose) of #pfizer &amp; #moderna and if they have trouble booking on AHS website. They can drop into one of the pharmacies mentioned below .
https://t.co/ALWWjz7O2u
https://t.co/Rh1DG3QZsL https://t.co/FgDyG1UZDT",Canada,61.0666922,-107.991707,Neutral,-0.0767,0.8127,0.132,0.8127,0.0553,2025-12-05 13:26:52
"Powerful #localgov evidence from @SarahNormanCX @cerylHarwood about how #vaccines are protecting people from severe #COVID19 harm @BarnsleyCouncil , useful to those in NZ owning PCBU obligations who have to consider how best to protect workforce @taituara https://t.co/RxmAjGGSuw",New Zealand,-41.5000831,172.8344077,Positive,0.7963,0.8105,0.0142,0.1753,0.8105,2025-12-05 13:26:52
"Es gibt die Hoffnung, dass #Corona die zuerst kriegt und so zumindest bei einigen (die sich noch nicht vermehrt haben) zur #Evolution und Bereinigung des Genpools beiträgt. #wasfürdeppen #wien #österreich #covidioten  #covid19 https://t.co/GSwJwDedQ7",Earth,34.2331373,-102.4107493,Neutral,-0.1458,0.7142,0.2158,0.7142,0.07,2025-12-05 13:26:52
"One year into the #USA #COVID19 #vaccination program it can be hard to appreciate how many lives have been saved by vaccinating Americans.  1/9
https://t.co/m1q4lxiPle", New York City,40.7127281,-74.0060152,Neutral,0.3351,0.4518,0.1065,0.4518,0.4416,2025-12-05 13:26:52
#COVID19 Hate to think how much bickering there’s going to be on Twitter given the amount of vitriol that’s been flying around after the JCVI released their minutes. I feel so sorry for the CV/CEV families that are desperately waiting for their children to be vaccinated 😢 https://t.co/jOvbOw19xV,"Ascot, South East",52.883639,-1.7112166,Negative,-0.8922,0.9012,0.9012,0.0898,0.009,2025-12-05 13:26:52
"#TamilNadu | #COVID19 | 17 Dec 2021

District Wise  Data...

#TNCoronaUpdates #Corona https://t.co/bdXhd00g5A","Chennai, India",13.0836939,80.270186,Neutral,-0.0597,0.8985,0.0806,0.8985,0.0209,2025-12-05 13:26:52
#COVID19 #Research #References (December 28 ’21) https://t.co/Qm59Z5qP9M on @bloglovin,Padova,45.391408,11.8058487,Neutral,-0.0446,0.8784,0.0831,0.8784,0.0385,2025-12-05 13:26:52
#NEWSUPDATE || பயணிகளுக்கு கொரோனா பரிசோதனை கட்டாயம் | #omicron |#CoronaTest | #Coronavirus #Covid19 | https://t.co/CKGwVu97Ie https://t.co/M8OBf8sRtb,Chennai,13.0836939,80.270186,Neutral,0.0399,0.8176,0.0713,0.8176,0.1112,2025-12-05 13:26:52
"Widespread concern regarding students infected with COVID-19: Health Ministry
 
Details: https://t.co/69rn3HYOIg

#lka #SLnews #News1st #Education #Student #COVID19 #Coronavirus","Colombo, Sri Lanka",6.9388614,79.8542005,Negative,-0.6151,0.6283,0.6283,0.3585,0.0132,2025-12-05 13:26:52
"#Κορονοϊός: 4.345 νέα κρούσματα , 63 θάνατοι, 684 οι διασωληνωμένοι 

https://t.co/EhtGMIhiRZ

#covid19gr #covid19 #coronavirus https://t.co/ryul0MaFMh","Athens, Greece",37.9755648,23.7348324,Neutral,-0.0946,0.8196,0.1375,0.8196,0.0429,2025-12-05 13:26:52
"#Odisha reports 425 fresh #COVID19 cases of which 71 are children in the age group of 0-18.

Know district-wise details here. (In graph)

https://t.co/cn1xerlGVT","Orissa, India",20.5431241,84.6897321,Neutral,-0.2775,0.6791,0.2992,0.6791,0.0217,2025-12-05 13:26:52
To rebook or not rebook my Spring trip to the #EU. 🤔 #travel #Omicron #COVID19 https://t.co/lNDWhwERQ7,"Las Vegas, NV",36.1674263,-115.1484131,Neutral,-0.2072,0.7536,0.2268,0.7536,0.0196,2025-12-05 13:26:52
"Interested in #conferencemanagement and #multilingualism in times of #RSI? Tune it this afternoon to discover the work of my unit at the @Europarl_EN through the words of @AgaKurant.
#remotemeetingteams #covid19 https://t.co/YlMsX7vJTq",Brussels,50.8465573,4.351697,Neutral,0.4801,0.5087,0.0056,0.5087,0.4857,2025-12-05 13:26:52
"Jornada vigente, aplica @SaludGobPue 81 mil 990 vacunas contra #COVID19 

https://t.co/PAxw6m4v04",Puebla Méx.,19.3340651,-98.9135488,Neutral,-0.1053,0.8171,0.1441,0.8171,0.0388,2025-12-05 13:26:52
#HappyBirthdayPrabhas  #Prabhas  @NizamPrabhasFC @PrabhasGirlsFC @TeamPrabhasOffl @AKHILPRABHAS18 @Prasad_Darling @DhonifiedRebel @fanofPrabha @PrabhasJapanFC @Prabhas_FC_ @HemuSavii @Rohith_VeNNeLa @tejarebel10 @AbhinavPrabhas_ @RebelStarStan #COVID19 #radheshaym jai prabhas  🙏 https://t.co/ZWkpV5vLfl,"Andhra Pradesh, India",15.9240905,80.1863809,Positive,0.7996,0.8119,0.0123,0.1757,0.8119,2025-12-05 13:26:52
